site,ind,mtemp,L1,deltaL_obs,deltaT
LCR_res,8412,-1.494808043,17.5,1.5,0.523287671
LCR_res,8412,-0.126517522,19,-0.2,0.002739726
LCR_res,8413,-1.276637954,16.6,3.4,0.594520548
LCR_res,8414,-0.675979981,23.5,4.1,1.517808219
LCR_res,8415,-0.580655044,9.2,9.9,1.076712329
LCR_res,8415,-0.105371583,19.1,-0.1,0.002739726
LCR_res,8416,-1.516060181,19.6,0.2,0.515068493
LCR_res,8416,-0.031672021,19.8,-0.2,0.005479452
LCR_res,8416,0.322963654,19.6,1.4,0.076712329
LCR_res,8416,1.590260448,21,3.3,0.323287671
LCR_res,8416,-0.757364096,24.3,0.3,0.78630137
LCR_res,8417,-0.093879886,15.1,0.2,0.01369863
LCR_res,8418,-0.105371583,16.4,0,0.002739726
LCR_res,8419,-0.510419459,18.1,4.4,1.893150685
LCR_res,8419,-0.438144979,22.5,0,0.010958904
LCR_res,8419,0.762301523,22.5,0.7,0.109589041
LCR_res,8419,-0.229021293,23.2,1.3,1.293150685
LCR_res,8420,-0.542820076,11.3,5.7,1.054794521
LCR_res,8420,-0.249241797,17,2.5,0.936986301
LCR_res,8420,-0.371829883,19.5,2.4,2.408219178
LCR_res,8421,-0.612528394,16.3,6,1.610958904
LCR_res,8422,-0.517544867,8.1,13.9,2.994520548
LCR_res,8423,-0.105371583,15,0,0.002739726
LCR_res,8424,-0.105371583,15.7,-0.2,0.002739726
LCR_res,8425,-0.105371583,15.7,-0.3,0.002739726
LCR_res,8425,0.228264336,15.4,-0.1,0.002739726
LCR_res,8426,-0.105371583,16.8,-0.2,0.002739726
LCR_res,8427,-0.105371583,15,-0.1,0.002739726
LCR_res,8428,-0.093879886,15.5,-0.4,0.01369863
LCR_res,8429,-0.615555579,10,8.2,1
LCR_res,8430,-0.580655044,10.1,6.8,1.076712329
LCR_res,8430,-0.090882018,16.9,0.1,0.016438356
LCR_res,8431,-0.105371583,15.4,0.2,0.002739726
LCR_res,8432,-0.347634276,11.6,10.9,2.484931507
LCR_res,8432,-0.090882018,22.5,-0.1,0.016438356
LCR_res,8432,-0.929354023,22.4,0.2,0.682191781
LCR_res,8433,-0.105371583,16.5,-0.1,0.002739726
LCR_res,8434,-0.58741154,8.6,5.1,1.071232877
LCR_res,8434,-0.255843673,13.7,6.8,0.926027397
LCR_res,8434,0.907901444,20.5,0,0.005479452
LCR_res,8434,-1.342405248,20.5,1.5,0.591780822
LCR_res,8434,0.316221524,22,0,0.065753425
LCR_res,8435,1.620906542,11.6,-0.1,0.008219178
LCR_res,8435,1.207402807,11.5,2.3,0.265753425
LCR_res,8436,-0.030141816,15.9,0,0.008219178
LCR_res,8437,-0.105371583,15,0,0.002739726
LCR_res,8437,-0.61981444,15,5,1.6
LCR_res,8438,-1.180532168,9.6,4.4,0.802739726
LCR_res,8438,1.202464121,14,1.7,0.263013699
LCR_res,8439,1.219805185,13.5,0.7,0.273972603
LCR_res,8440,-0.105371583,16,-0.1,0.002739726
LCR_res,8441,-0.088589793,14.7,0.1,0.010958904
LCR_res,8441,-0.09618005,14.8,0,0.005479452
LCR_res,8442,-0.580655044,8.5,7.6,1.076712329
LCR_res,8443,-0.617028349,9.3,7.3,0.989041096
LCR_res,8444,-0.407847419,13.6,7.9,1.084931507
LCR_res,8444,-0.470991952,21.5,5.8,1.920547945
LCR_res,8444,0.22596202,27.3,-0.7,0.139726027
LCR_res,8444,-0.293914451,26.6,2.2,0.857534247
LCR_res,8444,-0.878651962,28.8,-0.3,0.002739726
LCR_res,8444,-0.349474737,28.5,5.4,2.490410959
LCR_res,8444,-1.516060181,33.9,-0.9,0.515068493
LCR_res,8444,-0.205790446,33,1.4,1.076712329
LCR_res,8445,-0.248995273,16.6,5.9,0.931506849
LCR_res,8446,-0.673822004,15.6,4.1,1.526027397
LCR_res,8447,-0.909597377,17,4.2,0.698630137
LCR_res,8448,-0.909597377,16.8,5,0.698630137
LCR_res,8448,1.753022803,21.8,3.8,0.22739726
LCR_res,8448,-0.769949469,25.6,0.7,0.780821918
LCR_res,8449,-1.494808043,22.5,0.2,0.523287671
LCR_res,8450,-0.219981259,30.5,1.5,1.301369863
LCR_res,8450,-0.105371583,32,0,0.002739726
LCR_res,8451,-0.859741334,9.7,8.2,1.58630137
LCR_res,8451,-0.350866455,17.9,5.3,2.473972603
LCR_res,8451,-0.105371583,23.2,-0.1,0.002739726
LCR_res,8451,-0.206181774,23.1,0.8,1.920547945
LCR_res,8452,-0.188586749,16.2,12.8,2.016438356
LCR_res,8453,-0.300442096,14.6,5.1,0.906849315
LCR_res,8453,1.256288454,19.7,1,0.126027397
LCR_res,8453,-0.960222616,20.7,3.4,0.868493151
LCR_res,8453,-0.153655117,24.1,1.4,1.416438356
LCR_res,8454,0.927258085,20.6,1.2,0.210958904
LCR_res,8454,-0.464909858,21.8,3.8,2.279452055
LCR_res,8455,-0.249432124,16.1,4.4,0.928767123
LCR_res,8456,-0.045304732,21.5,0.7,0.095890411
LCR_res,8456,-0.349625913,22.2,1.9,0.928767123
LCR_res,8456,-0.48449909,24.1,1.9,1.131506849
LCR_res,8456,-0.253447194,26,0.8,0.931506849
LCR_res,8456,-0.671538765,26.8,2.4,1.002739726
LCR_res,8456,-0.152888887,29.2,1.2,1.419178082
LCR_res,8457,0.228264336,17.9,-0.1,0.002739726
LCR_res,8458,-1.494956661,13,3.3,0.523287671
LCR_res,8458,0.864449367,16.3,0.2,0.175342466
LCR_res,8459,-0.521275661,15.1,5.1,1.882191781
LCR_res,8459,-0.153655117,20.2,2.8,1.416438356
LCR_res,8460,-0.883861095,16,5.6,0.704109589
LCR_res,8461,-0.589053425,8.2,7.1,1.071232877
LCR_res,8461,-0.084981586,15.3,0.1,0.016438356
LCR_res,8461,-1.548402196,15.4,1.4,0.504109589
LCR_res,8461,0.350665034,16.8,0.2,0.073972603
LCR_res,8462,0.228264336,17.5,0.1,0.002739726
LCR_res,8463,-0.594570396,9.1,6.9,1.063013699
LCR_res,8464,0.228264336,14,0.3,0.002739726
LCR_res,8465,0.996411342,16.2,2.2,0.167123288
LCR_res,8465,2.245116965,18.4,-0.5,0.002739726
LCR_res,8465,-0.564422902,17.9,7,2.887671233
LCR_res,8465,0.653099578,24.9,0.1,0.120547945
LCR_res,8465,-0.228754511,25,0.5,1.295890411
LCR_res,8466,1.181002903,13.5,1.9,0.263013699
LCR_res,8467,-0.675198861,13.6,9,1.517808219
LCR_res,8467,-0.535974279,22.6,0.2,0.008219178
LCR_res,8468,-0.369223222,13.1,8.7,2.416438356
LCR_res,8469,-0.185829683,17.2,7,2.008219178
LCR_res,8470,-0.836226131,18,0.8,0.717808219
LCR_res,8471,-0.258550658,16.5,3.9,1.016438356
LCR_res,8472,-0.401732074,14,10.2,2.052054795
LCR_res,8472,-0.239662917,24.2,3.4,1.287671233
LCR_res,8473,-0.615756688,8.5,8.5,0.994520548
LCR_res,8474,-0.092086511,14.7,0,0.010958904
LCR_res,8475,-0.584099653,8.8,6.4,1.076712329
LCR_res,8476,-1.264992341,23.7,0.4,0.597260274
LCR_res,8477,-0.132646862,24.2,1.8,1.493150685
LCR_res,8478,1.184281026,12.6,1.6,0.271232877
LCR_res,8479,-0.147468237,20,-0.2,0.01369863
LCR_res,8480,-0.588901134,8.9,6.6,1.071232877
LCR_res,8481,0.513073376,10.9,4.2,0.205479452
LCR_res,8481,-0.2348782,15.1,6,1.293150685
LCR_res,8481,-1.533050435,21.1,-0.1,0.509589041
LCR_res,8481,0.262821503,21,0.1,0.076712329
LCR_res,8482,-0.312131871,10.1,-0.2,0.002739726
LCR_res,8482,-0.756313709,9.9,6.1,0.676712329
LCR_res,8482,-0.918207935,16,3.3,0.887671233
LCR_res,8482,-0.152458848,19.3,4.8,1.41369863
LCR_res,8482,-1.2614589,24.1,-0.2,0.6
LCR_res,8483,-0.258188191,8.7,-0.4,0.073972603
LCR_res,8483,-0.613434586,8.3,7.2,0.997260274
LCR_res,8484,-0.240855666,15.5,0,0.005479452
LCR_res,8484,-1.258630965,15.5,4.1,0.6
LCR_res,8484,1.164941549,19.6,4.5,0.419178082
LCR_res,8485,-0.261290974,13.6,8.4,0.917808219
LCR_res,8485,-0.265926702,22,0.1,0.104109589
LCR_res,8486,0.740788253,8.2,0.3,0.005479452
LCR_res,8486,-1.208715728,8.5,4.1,0.797260274
LCR_res,8486,1.197120362,12.6,0.7,0.279452055
LCR_res,8487,-1.533050435,15.1,1.3,0.509589041
LCR_res,8488,-0.260570518,16,5.7,1.016438356
LCR_res,8489,-0.167965279,16.6,0,0.010958904
LCR_res,8490,-0.609985003,9.8,6.1,0.98630137
LCR_res,8491,-0.240855666,12.9,-0.4,0.005479452
LCR_res,8491,-1.307942244,12.5,2.2,0.580821918
LCR_res,8491,1.557676127,14.7,2.9,0.339726027
LCR_res,8492,-1.205370377,8.3,3.7,0.583561644
LCR_res,8492,-0.346728491,12,11.2,2.490410959
LCR_res,8493,-0.240855666,17.4,-0.4,0.005479452
LCR_res,8494,-0.218149922,15.5,0,0.002739726
LCR_res,8495,-0.242904215,9.4,0.1,0.076712329
LCR_res,8495,-0.613434586,9.5,5.6,0.997260274
LCR_res,8495,-0.240855666,15.1,0,0.005479452
LCR_res,8495,-0.09618005,15.1,-0.3,0.005479452
LCR_res,8496,-0.270327515,15.4,4,0.912328767
LCR_res,8496,-1.131216912,19.4,1.8,0.671232877
LCR_res,8497,-0.238667127,20.2,3.4,1.290410959
LCR_res,8498,-1.533050435,19.5,0.9,0.509589041
LCR_res,8499,-0.132646862,11.6,10.2,1.493150685
LCR_res,8500,-0.592452074,9.2,6.3,1.065753425
LCR_res,8501,-0.245195346,14.1,6.1,1.284931507
LCR_res,8502,-1.2754749,16,3.2,0.591780822
LCR_res,8503,1.16512167,14.1,1.3,0.271232877
LCR_res,8504,-0.612184641,8.3,7.3,0.997260274
LCR_res,8504,-0.151933581,15.6,0,0.008219178
LCR_res,8504,-0.068248713,15.6,0,0.002739726
LCR_res,8505,-0.608598399,8.5,5.1,0.98630137
LCR_res,8506,-1.2754749,17,3.5,0.591780822
LCR_res,8506,1.584586041,20.5,4,0.328767123
LCR_res,8506,-1.130024652,24.5,1.2,0.671232877
LCR_res,8507,-0.587946831,8.3,7.4,1.073972603
LCR_res,8508,-0.428521438,13,8.6,1.923287671
LCR_res,8508,-0.348420022,21.6,5.6,2.498630137
LCR_res,8509,-0.151933581,15,0,0.008219178
LCR_res,8510,-0.612342416,10.2,5.8,1
LCR_res,8511,-0.612342416,8.1,5.1,1
LCR_res,8512,-0.579994559,8.4,8.1,1.082191781
LCR_res,8513,1.16512167,11.2,0.9,0.271232877
LCR_res,8514,-0.617585954,14.2,8.6,1.6
LCR_res,8514,0.597613397,22.8,0,0.002739726
LCR_res,8515,-0.612342416,9.3,5.3,1
LCR_res,8516,-0.682462192,16.1,6.8,1.504109589
LCR_res,8517,-0.151933581,13,0.3,0.008219178
LCR_res,8518,-0.612092585,8.5,6.6,1.002739726
LCR_res,8519,-0.587946831,8.6,5.6,1.073972603
LCR_res,8520,-0.612184641,9.8,6.8,0.997260274
LCR_res,8520,-0.257867599,16.6,7.1,0.917808219
LCR_res,8521,-0.266080716,17,0.1,0.002739726
LCR_res,8521,-1.280187705,17.1,3.1,0.589041096
LCR_res,8521,-0.273343405,20.2,-0.2,0.005479452
LCR_res,8522,-0.686222324,14.2,5.9,0.994520548
LCR_res,8522,-0.152584428,20.1,3.9,1.419178082
LCR_res,8523,-0.611400583,9.4,8.2,0.994520548
LCR_res,8523,-0.266080716,17.6,0,0.002739726
LCR_res,8524,-0.266080716,14.4,-0.2,0.002739726
LCR_res,8524,-0.257852638,14.2,7.8,0.915068493
LCR_res,8524,-1.314618815,22,1.2,0.602739726
LCR_res,8524,0.503211291,23.2,0.1,0.068493151
LCR_res,8525,-0.190137396,16,0.2,0.005479452
LCR_res,8526,-0.726903401,8.6,12.2,1.695890411
LCR_res,8526,-0.241832941,20.8,1.8,1.290410959
LCR_res,8527,-0.478029277,12,7.4,1.18630137
LCR_res,8527,1.417684385,19.4,0.1,0.01369863
LCR_res,8527,-0.248526441,19.5,3.5,1.284931507
LCR_res,8528,-0.369518422,11.7,9.5,2.419178082
LCR_res,8529,-0.190137396,17,0.3,0.005479452
LCR_res,8530,-0.247244219,15.2,8.7,0.926027397
LCR_res,8530,0.671389227,23.9,0,0.002739726
LCR_res,8530,-0.438515183,23.9,-0.1,0.095890411
LCR_res,8530,-1.257358135,23.8,1.3,0.57260274
LCR_res,8531,-0.463776726,15.5,7.5,2.284931507
LCR_res,8532,-0.151933581,16,0,0.008219178
LCR_res,8533,-0.349511016,9.6,4.4,0.923287671
LCR_res,8533,-0.404846316,14,6.8,1.997260274
LCR_res,8533,0.465201126,20.8,0.9,0.076712329
LCR_res,8533,-0.374269458,21.7,3.3,2.408219178
LCR_res,8534,-0.151105364,8.3,0.2,0.005479452
LCR_res,8534,-1.229698967,8.5,4.6,0.569863014
LCR_res,8534,-1.410915116,13.1,-0.1,0.002739726
LCR_res,8534,0.446609123,13,1.6,0.084931507
LCR_res,8534,-0.374269458,14.6,9,2.408219178
LCR_res,8535,-0.266080716,18,-0.1,0.002739726
LCR_res,8536,-0.190137396,16.2,-0.2,0.005479452
LCR_res,8537,-0.247244219,17,4,0.926027397
LCR_res,8537,-0.767413122,21,-0.6,0.778082192
LCR_res,8538,-1.518198811,16.5,1.9,0.515068493
LCR_res,8538,0.353350393,18.4,0.2,0.076712329
LCR_res,8538,-0.231455345,18.6,5.6,1.008219178
LCR_res,8539,-0.190137396,16,0,0.005479452
LCR_res,8540,-0.250946156,16.5,5.5,0.923287671
LCR_res,8541,-0.190137396,12.9,-0.3,0.005479452
LCR_res,8542,0.717731589,18.4,1.2,0.131506849
LCR_res,8542,-0.241832941,19.6,3.6,1.290410959
LCR_res,8542,-0.266080716,23.2,-0.3,0.002739726
LCR_res,8543,-0.691629509,15.3,3,0.994520548
LCR_res,8543,-0.151798882,18.3,3.2,1.41369863
LCR_res,8544,-0.250946156,15.2,3.8,0.923287671
LCR_res,8544,-1.322245111,19,-0.7,0.602739726
LCR_res,8545,-0.796234399,17.7,0.1,0.005479452
LCR_res,8545,-0.346749,17.8,5.8,2.490410959
LCR_res,8546,-0.266080716,17.5,0,0.002739726
LCR_res,8546,-1.524916718,17.5,2.8,0.512328767
LCR_res,8546,1.354776519,20.3,3.7,0.402739726
LCR_res,8546,-0.301536909,24,-0.1,0.104109589
LCR_res,8546,-1.531917687,23.9,1.1,0.495890411
LCR_res,8546,0.485957066,25,0.1,0.079452055
LCR_res,8546,1.859255124,25.1,2.5,0.320547945
LCR_res,8546,0.238243948,27.6,0,0.084931507
LCR_res,8547,-1.283392919,18,2.9,0.589041096
LCR_res,8548,-1.503091864,14.2,2.6,0.520547945
LCR_res,8549,-1.518198811,17.7,1,0.515068493
LCR_res,8550,-0.150520347,26.5,0.5,1.42739726
LCR_res,8551,-0.261442445,16.5,5.9,1.016438356
LCR_res,8551,-1.530137066,22.4,0.4,0.495890411
LCR_res,8551,0.39196099,22.8,0.3,0.076712329
LCR_res,8551,0.62768762,23.1,0.2,0.002739726
LCR_res,8552,-1.283392919,22.8,1.9,0.589041096
LCR_res,8553,-0.190137396,14.4,-0.1,0.005479452
LCR_res,8554,-0.86548564,16,0.9,0.706849315
LCR_res,8554,1.766557085,16.9,1.5,0.21369863
LCR_res,8555,-0.447099733,15.3,9.4,2.304109589
LCR_res,8556,-0.610563357,9,7.1,0.991780822
LCR_res,8556,-0.190137396,16.1,0,0.005479452
LCR_res,8556,-0.263056549,16.1,3.5,1.019178082
LCR_res,8557,-0.513322315,18.6,5,1.684931507
LCR_res,8558,-0.266080716,16.3,-0.2,0.002739726
LCR_res,8558,-0.116649417,16.1,0.1,0.002739726
LCR_res,8559,-0.190137396,24.1,-0.1,0.005479452
LCR_res,8560,-0.247244219,19,4.5,0.926027397
LCR_res,8560,-0.158028427,23.5,3.9,1
LCR_res,8560,-0.152288211,27.4,0.4,0.098630137
LCR_res,8561,-0.1876362,14.5,0,0.01369863
LCR_res,8562,-0.576478565,8,5.6,1.084931507
LCR_res,8562,-1.303032633,13.6,2.6,0.583561644
LCR_res,8562,0.607951411,16.2,-0.2,0.002739726
LCR_res,8562,1.581648237,16,3.1,0.328767123
LCR_res,8563,-0.610776554,9.1,7,1.008219178
LCR_res,8563,-0.190137396,16.1,0.1,0.005479452
LCR_res,8564,-1.2754749,15.5,0.9,0.591780822
LCR_res,8564,1.174781716,16.4,4.6,0.419178082
LCR_res,8565,-0.153035436,28.1,0.8,1.421917808
LCR_res,8566,-0.262284857,15,7.6,1.021917808
LCR_res,8567,1.850862688,15,0.1,0.002739726
LCR_res,8567,-0.649597069,15.1,4,1.005479452
LCR_res,8567,-0.353350285,19.1,3.4,0.879452055
LCR_res,8567,-0.679427528,22.5,1.5,0.997260274
LCR_res,8567,-0.153035436,24,1.6,1.421917808
LCR_res,8568,1.164503392,14.8,2,0.282191781
LCR_res,8569,-0.262283309,15.6,4.2,1.019178082
LCR_res,8570,-0.16878118,14,-0.2,0.010958904
LCR_res,8571,-0.611228452,8.9,4.9,1
LCR_res,8572,-0.611228452,8.2,6.8,1
LCR_res,8573,-0.24719784,14.6,2.3,0.923287671
LCR_res,8573,-0.407884911,16.9,-0.2,0.095890411
LCR_res,8574,-0.116649417,15.2,-0.1,0.002739726
LCR_res,8574,-0.261866994,15.1,4.4,0.909589041
LCR_res,8574,-0.20740491,19.5,-0.4,0.090410959
LCR_res,8575,-0.116649417,14.4,-0.2,0.002739726
LCR_res,8576,-0.609606365,9.2,6.9,0.994520548
LCR_res,8577,-0.516622924,8.8,14.4,2.989041096
LCR_res,8577,-1.280187705,23.2,0.3,0.589041096
LCR_res,8578,-0.16878118,15.5,0,0.010958904
LCR_res,8579,-0.636714685,16.2,8,1.578082192
LCR_res,8579,1.232461463,24.2,-0.2,0.002739726
LCR_res,8580,-0.221868127,11.7,3.6,1.309589041
LCR_res,8580,-1.270884895,15.3,2,0.594520548
LCR_res,8581,-0.893316603,14.8,3.2,0.695890411
LCR_res,8582,0.363564393,12,1.3,0.082191781
LCR_res,8583,-0.24719784,14.6,4.4,0.923287671
LCR_res,8583,-0.422474946,19,0.7,0.101369863
LCR_res,8584,-1.51748841,17.6,1.6,0.515068493
LCR_res,8585,-0.394685045,12.4,2.9,0.810958904
LCR_res,8585,-0.47131924,15.3,5.2,1.202739726
LCR_res,8585,-0.234896209,20.5,2.4,1.298630137
LCR_res,8586,-0.116649417,17.7,0,0.002739726
LCR_res,8586,-0.078116818,17.7,0.1,0.002739726
LCR_res,8587,-0.116649417,14.6,0,0.002739726
LCR_res,8587,-0.675958684,14.6,4.7,1.520547945
LCR_res,8588,-0.463536397,13.2,6.8,2.287671233
LCR_res,8589,-1.280187705,17.2,3.9,0.589041096
LCR_res,8590,-0.116649417,16,0,0.002739726
LCR_res,8591,-0.680757737,12.2,2.8,1
LCR_res,8591,-0.152793688,15,4.5,1.419178082
LCR_res,8591,-1.524916718,19.5,1.1,0.512328767
LCR_res,8591,1.351351807,20.6,2.1,0.405479452
LCR_res,8592,-0.257852638,13.7,3.8,0.915068493
LCR_res,8592,0.907901444,17.5,0.2,0.005479452
LCR_res,8593,-0.604870963,12.1,5.3,1.079452055
LCR_res,8593,-0.152793688,17.4,3.7,1.419178082
LCR_res,8593,-0.203461847,21.1,6.3,1.917808219
LCR_res,8594,-0.610443921,8.5,7,0.997260274
LCR_res,8595,0.03607125,8.9,0.1,0.002739726
LCR_res,8595,-1.184704138,9,4.9,0.8
LCR_res,8595,1.150834228,13.9,1.4,0.273972603
LCR_res,8596,-0.244479174,17.2,6.3,0.926027397
LCR_res,8597,-0.611228452,9.9,5.8,1
LCR_res,8598,0.81330197,10.1,-0.1,0.002739726
LCR_res,8598,-0.579194572,10,8.3,1.084931507
LCR_res,8599,-1.378806767,9.4,3.7,0.490410959
LCR_res,8599,-1.410915116,13.1,-0.1,0.002739726
LCR_res,8599,0.4182489,13,0.6,0.076712329
LCR_res,8599,-0.370541626,13.6,7.2,2.419178082
LCR_res,8600,-1.51748841,15.8,1.9,0.515068493
LCR_res,8600,1.358731751,17.7,2.8,0.405479452
LCR_res,8601,-0.265664802,17.2,4.2,0.909589041
LCR_res,8601,-0.167678476,21.4,0.6,0.093150685
LCR_res,8601,-1.037595061,22,0.1,0.002739726
LCR_res,8602,-0.24719784,15.4,3.7,0.923287671
LCR_res,8603,-0.36825104,14.2,9.8,2.424657534
LCR_res,8604,-0.622582893,14.5,7.8,1.591780822
LCR_res,8605,-0.116649417,17.7,-0.1,0.002739726
LCR_res,8606,-0.58519911,8.3,5.9,1.079452055
LCR_res,8607,-0.09618005,14.9,0,0.005479452
LCR_res,8608,-0.116649417,15.9,-0.4,0.002739726
LCR_res,8609,0.363564393,12,0.2,0.082191781
LCR_res,8609,-0.116649417,12.2,0.8,0.002739726
LCR_res,8610,-0.611388409,9.2,6.2,1.002739726
LCR_res,8611,-1.980080587,9.6,2,0.575342466
LCR_res,8611,-0.313057938,11.6,11.2,3.495890411
LCR_res,8612,-0.587120492,8.1,6.2,1.076712329
LCR_res,8613,-0.2705147,16.2,5.8,0.906849315
LCR_res,8614,-1.51748841,15.2,3.6,0.515068493
LCR_res,8614,-0.190254,18.8,4.4,1.082191781
LCR_res,8614,1.836311528,23.2,2.4,0.328767123
LCR_res,8614,0.127144943,25.6,0.2,0.076712329
LCR_res,8615,-1.307942244,15.1,0.7,0.580821918
LCR_res,8615,0.682098912,15.8,-0.3,0.008219178
LCR_res,8616,-0.636714685,15.5,4.7,1.578082192
LCR_res,8617,-0.242755152,14.1,7.4,0.926027397
LCR_res,8618,1.138298777,14.5,0.3,0.276712329
LCR_res,8619,-0.262683217,15.3,7.7,1.016438356
LCR_res,8620,-1.532507522,16.2,1.8,0.509589041
LCR_res,8620,1.348763648,18,4.6,0.408219178
LCR_res,8621,-1.524998839,15.2,0.9,0.512328767
LCR_res,8622,-0.627518228,16,6.4,1.583561644
LCR_res,8622,0.62768762,22.4,-0.3,0.002739726
LCR_res,8622,0.594215965,22.1,0.2,0.008219178
LCR_res,8623,-0.262683217,14.9,6.5,1.016438356
LCR_res,8624,-0.608496556,8.3,5.4,1.01369863
LCR_res,8625,-0.078116818,14.5,0.2,0.002739726
LCR_res,8626,-0.510336071,9.2,13.6,3.076712329
LCR_res,8627,-0.206840311,16.1,9.5,1.909589041
LCR_res,8628,-0.370251958,11.3,8.2,2.421917808
LCR_res,8629,-0.261838397,15.8,5.9,1.010958904
LCR_res,8630,-0.477011453,11.7,8.5,1.134246575
LCR_res,8630,-0.397204861,20.2,6.1,2.057534247
LCR_res,8630,-0.24489369,26.3,1.2,1.293150685
LCR_res,8631,-0.935053127,15.2,2.5,0.682191781
LCR_res,8632,-0.606280032,8,6.5,0.991780822
LCR_res,8633,-0.444201278,16,4.3,2.312328767
LCR_res,8634,-0.574531451,8,5.4,1.090410959
LCR_res,8634,-0.916033819,13.4,6,0.687671233
LCR_res,8634,1.39867217,19.4,0.1,0.01369863
LCR_res,8634,1.778494105,19.5,2.7,0.210958904
LCR_res,8634,0.907901444,22.2,0.1,0.005479452
LCR_res,8634,-0.360657072,22.3,0.3,0.090410959
LCR_res,8635,0.311391816,13.1,1.5,0.082191781
LCR_res,8635,-0.763524382,14.6,3.6,0.909589041
LCR_res,8635,0.123996138,18.2,-0.1,0.076712329
LCR_res,8635,-0.148563365,18.1,3.2,1.435616438
LCR_res,8635,-1.538487561,21.3,0.8,0.506849315
LCR_res,8635,0.81867422,22.1,0.1,0.178082192
LCR_res,8635,1.733102649,22.2,0.9,0.232876712
LCR_res,8636,-1.524998839,17.2,1.8,0.512328767
LCR_res,8637,-0.606280032,8.9,7.9,0.991780822
LCR_res,8637,-1.509707886,16.8,1.9,0.517808219
LCR_res,8638,-0.150964574,20,2.8,1.416438356
LCR_res,8639,-0.309894847,14,6,0.852054795
LCR_res,8639,-0.347356149,20,5.1,2.501369863
LCR_res,8640,-0.371585215,13.9,9.1,2.419178082
LCR_res,8640,-0.263056549,23,4.2,1.019178082
LCR_res,8640,-1.523743044,27.2,1.5,0.498630137
LCR_res,8640,0.537191243,28.7,-0.1,0.079452055
LCR_res,8641,1.152198153,16,2.7,0.284931507
LCR_res,8642,-0.582724676,8.9,6.2,1.084931507
LCR_res,8643,-0.266701556,14.6,7.2,0.904109589
LCR_res,8644,0.729161119,15.4,-0.1,0.002739726
LCR_res,8644,-0.369918722,15.3,7.4,2.424657534
LCR_res,8644,-1.319503845,22.7,2.3,0.575342466
LCR_res,8645,-0.748406232,14.5,4.4,0.994520548
LCR_res,8645,-0.218365268,18.9,3.1,1.317808219
LCR_res,8646,-0.628475591,22,3.7,1.580821918
LCR_res,8647,0.885198161,9.6,0.1,0.002739726
LCR_res,8647,-1.192441682,9.7,5.5,0.663013699
LCR_res,8647,-0.401895626,15.2,7.8,1.994520548
LCR_res,8647,-0.374477509,23,5,2.41369863
LCR_res,8648,-0.986819663,15.1,1.1,0.860273973
LCR_res,8648,-0.153026098,16.2,3.3,1.430136986
LCR_res,8649,-0.258188191,8.8,-0.3,0.073972603
LCR_res,8649,-0.608583229,8.5,5.9,1.008219178
LCR_res,8650,1.118167309,13.1,1.2,0.276712329
LCR_res,8651,-0.068248713,13.8,0.1,0.002739726
LCR_res,8651,-0.421150932,13.9,-0.1,0.002739726
LCR_res,8652,-0.243192913,16.8,-0.1,0.005479452
LCR_res,8653,-0.576762763,8.1,7.4,1.090410959
LCR_res,8654,-0.344630843,9.8,0.3,0.076712329
LCR_res,8654,-0.606787888,10.1,6.1,1
LCR_res,8654,-0.068248713,16.2,-0.1,0.002739726
LCR_res,8655,1.145622705,12.5,0.8,0.290410959
LCR_res,8656,-0.243192913,14.8,0,0.005479452
LCR_res,8656,-0.198590041,14.8,11.3,2.010958904
LCR_res,8657,-0.909263898,16,2.5,0.687671233
LCR_res,8658,-0.257596169,8.1,0.8,0.079452055
LCR_res,8658,-0.900458873,8.9,-0.9,0.002739726
LCR_res,8658,-0.607628569,8,7,1.002739726
LCR_res,8659,-0.525615666,21,5.5,1.117808219
LCR_res,8659,-0.244536287,26.5,0.3,1.295890411
LCR_res,8659,-0.068248713,26.8,-0.3,0.002739726
LCR_res,8660,0.187852098,12.3,0.1,0.002739726
LCR_res,8660,-0.309344,12.4,6.6,0.860273973
LCR_res,8660,0.470524421,19,1,0.073972603
LCR_res,8660,-0.760727887,20,3.7,0.923287671
LCR_res,8660,-0.13418991,23.7,3.6,1.495890411
LCR_res,8661,-0.068248713,17,-0.3,0.002739726
LCR_res,8662,-0.248108756,14.4,2.5,0.917808219
LCR_res,8663,-0.346104993,13.6,8.8,2.498630137
LCR_res,8664,-0.588123099,10.3,5.6,1.076712329
LCR_res,8664,-0.068248713,15.9,0.7,0.002739726
LCR_res,8665,-1.310391022,14.4,3.3,0.578082192
LCR_res,8665,1.010194153,17.7,0.1,0.002739726
LCR_res,8665,1.586518827,17.8,2.2,0.326027397
LCR_res,8666,-0.243192913,17.5,0.2,0.005479452
LCR_res,8666,-0.248138885,17.7,4.3,0.912328767
LCR_res,8667,-0.243192913,15.5,0,0.005479452
LCR_res,8668,-0.24537118,16.2,5.7,0.920547945
LCR_res,8668,-1.348860466,21.9,0.8,0.594520548
LCR_res,8669,-1.259914552,16.5,0.7,0.597260274
LCR_res,8670,-1.555696988,9.6,5,0.668493151
LCR_res,8670,1.291961455,14.6,0.2,0.01369863
LCR_res,8670,-0.555709158,14.8,9.1,1.805479452
LCR_res,8670,-0.132899444,23.9,2,1.504109589
LCR_res,8671,-0.243192913,16.7,0,0.005479452
LCR_res,8672,-0.243192913,16,0,0.005479452
